epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,148.84,0.05632,1.04674,1.04847,0.72089,0.78056,0.77126,0.2962,0.05511,1.27944,1.07955,0.00345419,0.00345419,0.00345419
19,157.361,0.05635,1.05765,1.04562,0.76968,0.78167,0.80803,0.33602,0.054,1.26763,1.06711,0.00342856,0.00342856,0.00342856
20,164.222,0.0569,1.04989,1.0437,0.80204,0.75444,0.79506,0.32663,0.05996,1.36458,1.14472,0.00340292,0.00340292,0.00340292
21,172.734,0.05475,0.99063,1.02466,0.82396,0.79167,0.82319,0.33557,0.05764,1.20561,1.09062,0.00337729,0.00337729,0.00337729
22,180.508,0.05451,1.00347,1.02548,0.76007,0.73222,0.79244,0.31279,0.05561,1.1947,1.05365,0.00335165,0.00335165,0.00335165
23,188.19,0.05581,1.04654,1.04795,0.75549,0.82051,0.82265,0.34659,0.05389,1.40119,1.06617,0.00332602,0.00332602,0.00332602
24,196.773,0.0539,0.99615,1.02814,0.80783,0.75722,0.81583,0.32337,0.05638,1.20983,1.07689,0.00330038,0.00330038,0.00330038
25,203.901,0.05602,1.01239,1.03186,0.79916,0.77444,0.81012,0.33096,0.05788,1.23773,1.10145,0.00327475,0.00327475,0.00327475
26,212.489,0.05511,1.00299,1.04342,0.6694,0.70081,0.72553,0.28404,0.05925,1.44559,1.10154,0.00324911,0.00324911,0.00324911
27,219.512,0.05292,0.97552,1.02162,0.78462,0.8055,0.83443,0.35092,0.05429,1.28322,1.06648,0.00322347,0.00322347,0.00322347
28,228.294,0.05402,0.98842,1.01492,0.81542,0.81167,0.83838,0.34281,0.05485,1.17875,1.06771,0.00319784,0.00319784,0.00319784
29,235.325,0.05335,0.95307,1.02192,0.72014,0.74768,0.74495,0.30523,0.05726,1.21459,1.08548,0.0031722,0.0031722,0.0031722
30,243.806,0.05579,1.02539,1.02036,0.7724,0.80695,0.81307,0.34533,0.05361,1.32475,1.05614,0.00314657,0.00314657,0.00314657
31,251.644,0.05129,0.93811,1.00882,0.81094,0.79354,0.83933,0.33875,0.05865,1.20054,1.11031,0.00312093,0.00312093,0.00312093
32,259.36,0.05401,0.98569,1.01454,0.7331,0.81722,0.80417,0.33792,0.05382,1.37149,1.05618,0.0030953,0.0030953,0.0030953
33,267.857,0.05438,1.00274,1.01473,0.79455,0.81056,0.83446,0.36008,0.05378,1.27663,1.05819,0.00306966,0.00306966,0.00306966
34,274.876,0.05201,0.94556,1.00373,0.78394,0.76111,0.76922,0.31459,0.05446,1.33287,1.08586,0.00304402,0.00304402,0.00304402
35,283.375,0.05274,0.97683,1.01635,0.79455,0.80611,0.82801,0.3594,0.05397,1.13952,1.07228,0.00301839,0.00301839,0.00301839
36,290.42,0.053,0.95245,1.01481,0.77581,0.75167,0.77378,0.29811,0.0556,1.16217,1.05256,0.00299275,0.00299275,0.00299275
37,298.975,0.05397,0.9787,1.01705,0.82493,0.79111,0.82242,0.35391,0.05121,1.14802,1.03225,0.00296712,0.00296712,0.00296712
38,306.09,0.0547,1.0046,1.02305,0.8295,0.82333,0.8552,0.37641,0.0534,1.27944,1.04111,0.00294148,0.00294148,0.00294148
39,314.5,0.05239,0.93785,1.00545,0.8138,0.79278,0.85387,0.36795,0.05394,1.1348,1.04407,0.00291585,0.00291585,0.00291585
40,322.316,0.05294,0.95832,1.02363,0.82409,0.79379,0.83094,0.34945,0.05538,1.07377,1.07378,0.00289021,0.00289021,0.00289021
41,329.894,0.05311,0.93649,1.00948,0.73752,0.78778,0.78335,0.30702,0.0552,1.27185,1.05815,0.00286458,0.00286458,0.00286458
42,338.436,0.05094,0.90588,0.98975,0.79346,0.81313,0.82992,0.35564,0.05366,1.26694,1.04735,0.00283894,0.00283894,0.00283894
43,345.409,0.05113,0.92125,0.992,0.83529,0.81,0.84689,0.37347,0.05235,1.08518,1.03035,0.0028133,0.0028133,0.0028133
44,354.082,0.05359,0.97204,1.01009,0.81924,0.77556,0.84403,0.37625,0.05069,1.10467,1.02285,0.00278767,0.00278767,0.00278767
45,360.939,0.05076,0.90115,0.98483,0.81184,0.76222,0.80539,0.32879,0.05245,1.09475,1.03196,0.00276203,0.00276203,0.00276203
46,369.381,0.05114,0.89517,0.99894,0.8491,0.84056,0.87146,0.37823,0.05315,1.0669,1.05331,0.0027364,0.0027364,0.0027364
47,376.386,0.05169,0.9263,1.00288,0.80803,0.83016,0.85218,0.36878,0.05413,1.1451,1.05328,0.00271076,0.00271076,0.00271076
48,385.098,0.05251,0.95033,1.00464,0.8014,0.83444,0.8502,0.37534,0.05188,1.21479,1.03038,0.00268513,0.00268513,0.00268513
49,392.33,0.05216,0.93193,1.00169,0.80601,0.81482,0.86076,0.37004,0.054,1.23589,1.05586,0.00265949,0.00265949,0.00265949
50,400.522,0.05149,0.92244,0.99563,0.66801,0.66722,0.70706,0.28947,0.07128,1.57594,1.25867,0.00263385,0.00263385,0.00263385
51,408.806,0.0516,0.92573,1.00943,0.79997,0.8354,0.86408,0.38765,0.05443,1.17598,1.05546,0.00260822,0.00260822,0.00260822
52,416.403,0.05106,0.92472,0.99446,0.83006,0.74556,0.80039,0.3156,0.06135,1.17156,1.12816,0.00258258,0.00258258,0.00258258
53,425.057,0.05292,0.93777,1.0094,0.77035,0.80133,0.82127,0.34382,0.05955,1.34865,1.11926,0.00255695,0.00255695,0.00255695
54,432.077,0.05188,0.93277,1.00995,0.79411,0.82494,0.81409,0.34036,0.05623,1.24202,1.07675,0.00253131,0.00253131,0.00253131
55,441.022,0.05064,0.8953,0.98599,0.83106,0.82722,0.8698,0.38206,0.05296,1.09735,1.03669,0.00250568,0.00250568,0.00250568
56,448.258,0.05023,0.89902,0.99384,0.80041,0.78722,0.84131,0.36756,0.06099,1.39485,1.16667,0.00248004,0.00248004,0.00248004
57,456.906,0.05011,0.89085,1.0055,0.83932,0.82705,0.86991,0.39521,0.05212,1.09289,1.03743,0.00245441,0.00245441,0.00245441
58,464.589,0.05134,0.90635,0.99605,0.79838,0.74359,0.83162,0.37763,0.05063,1.14756,1.02147,0.00242877,0.00242877,0.00242877
59,472.596,0.04978,0.87976,0.98926,0.82373,0.855,0.88257,0.3978,0.0507,1.06801,1.02337,0.00240313,0.00240313,0.00240313
60,481.031,0.05159,0.93011,1.00828,0.85099,0.79637,0.86452,0.38742,0.05187,1.05739,1.03839,0.0023775,0.0023775,0.0023775
61,488.339,0.05057,0.90518,0.99371,0.79183,0.76073,0.82112,0.35964,0.05578,1.32445,1.09463,0.00235186,0.00235186,0.00235186
62,497.18,0.05049,0.90015,0.98446,0.83157,0.86167,0.88604,0.39285,0.05067,1.24018,1.0284,0.00232623,0.00232623,0.00232623
63,504.293,0.05035,0.88961,0.99292,0.84807,0.87142,0.88843,0.38601,0.04966,1.09627,1.00064,0.00230059,0.00230059,0.00230059
64,512.967,0.05107,0.89367,0.97565,0.84774,0.81659,0.86924,0.40308,0.04982,0.99883,1.01742,0.00227496,0.00227496,0.00227496
65,519.937,0.04971,0.88755,0.98773,0.83264,0.84778,0.8842,0.40405,0.05202,1.14048,1.03859,0.00224932,0.00224932,0.00224932
66,528.498,0.05113,0.91421,1.00458,0.83308,0.78743,0.85326,0.38467,0.05472,1.14037,1.06777,0.00222368,0.00222368,0.00222368
67,536.182,0.05021,0.8971,0.99086,0.83265,0.83475,0.86739,0.38489,0.05104,1.16579,1.02421,0.00219805,0.00219805,0.00219805
68,544.228,0.04964,0.88791,0.97946,0.84016,0.86434,0.88161,0.4027,0.0497,1.11322,1.01168,0.00217241,0.00217241,0.00217241
69,552.632,0.05006,0.88243,0.9832,0.80799,0.77382,0.82831,0.34988,0.05385,1.13078,1.0405,0.00214678,0.00214678,0.00214678
70,559.753,0.04992,0.86568,0.99297,0.83734,0.84944,0.87457,0.38603,0.05293,1.09532,1.04309,0.00212114,0.00212114,0.00212114
71,568.397,0.04921,0.87351,0.98817,0.84446,0.88111,0.88643,0.40373,0.05128,1.05678,1.02101,0.00209551,0.00209551,0.00209551
72,575.323,0.05032,0.88695,0.9863,0.85001,0.83333,0.8674,0.37162,0.05044,1.12388,1.0172,0.00206987,0.00206987,0.00206987
73,583.852,0.04908,0.85527,0.9813,0.83509,0.83778,0.86944,0.38348,0.05369,1.23356,1.05251,0.00204424,0.00204424,0.00204424
74,591.033,0.05038,0.88357,0.98919,0.83698,0.84611,0.88334,0.40713,0.05546,1.16858,1.08158,0.0020186,0.0020186,0.0020186
75,599.629,0.05009,0.86923,0.9789,0.86509,0.86926,0.89861,0.41153,0.05001,1.05929,1.01396,0.00199296,0.00199296,0.00199296
76,607.184,0.04921,0.85828,0.98265,0.83571,0.84495,0.88203,0.39262,0.05329,1.07329,1.04379,0.00196733,0.00196733,0.00196733
77,615.343,0.04912,0.85193,0.97308,0.85584,0.85056,0.87149,0.3937,0.04763,1.16978,0.99718,0.00194169,0.00194169,0.00194169
78,623.833,0.05066,0.89859,0.97976,0.85685,0.85797,0.8923,0.40507,0.05154,1.04594,1.02426,0.00191606,0.00191606,0.00191606
79,631.18,0.04836,0.83886,0.96416,0.86156,0.86056,0.88697,0.40551,0.05228,1.05322,1.04222,0.00189042,0.00189042,0.00189042
80,639.831,0.05004,0.87025,0.98013,0.85946,0.87313,0.89942,0.42515,0.04978,0.98785,1.0106,0.00186479,0.00186479,0.00186479
81,646.771,0.04821,0.83635,0.97277,0.85367,0.8265,0.86933,0.37679,0.05496,1.05034,1.04937,0.00183915,0.00183915,0.00183915
82,655.447,0.04962,0.854,0.9866,0.85978,0.85556,0.89908,0.41715,0.05311,1.05273,1.0493,0.00181351,0.00181351,0.00181351
83,662.578,0.04905,0.8457,0.97877,0.83774,0.84056,0.87721,0.38662,0.05197,1.06804,1.02956,0.00178788,0.00178788,0.00178788
84,671.189,0.04934,0.86927,0.98087,0.87579,0.81556,0.86902,0.38648,0.05308,1.07101,1.03889,0.00176224,0.00176224,0.00176224
85,678.667,0.04871,0.84142,0.9722,0.86303,0.86,0.88925,0.4135,0.04976,1.0733,1.0242,0.00173661,0.00173661,0.00173661
86,686.938,0.0486,0.8328,0.969,0.86635,0.86,0.89386,0.41558,0.05043,1.00863,1.01599,0.00171097,0.00171097,0.00171097
87,695.463,0.04868,0.83545,0.96801,0.86295,0.85611,0.8974,0.42106,0.05305,1.04696,1.05584,0.00168534,0.00168534,0.00168534
88,702.819,0.04916,0.8576,0.97889,0.88085,0.87944,0.91741,0.41508,0.05106,0.9957,1.01902,0.0016597,0.0016597,0.0016597
89,711.538,0.04799,0.82673,0.97476,0.86887,0.85667,0.88895,0.40508,0.05098,0.98391,1.03012,0.00163407,0.00163407,0.00163407
90,718.632,0.0484,0.83337,0.96561,0.88608,0.87111,0.90715,0.41889,0.04834,0.94166,0.99027,0.00160843,0.00160843,0.00160843
91,727.49,0.04809,0.8175,0.97313,0.87684,0.88944,0.91207,0.4313,0.04918,0.94479,1.00482,0.00158279,0.00158279,0.00158279
92,734.533,0.0487,0.8283,0.97354,0.87403,0.85889,0.90418,0.42931,0.05342,1.01837,1.05406,0.00155716,0.00155716,0.00155716
93,743.443,0.04818,0.8321,0.97958,0.88514,0.8862,0.91058,0.42822,0.04765,0.99965,0.98809,0.00153152,0.00153152,0.00153152
94,751.163,0.04794,0.8273,0.97017,0.87525,0.85611,0.89402,0.39757,0.0511,1.00835,1.01147,0.00150589,0.00150589,0.00150589
95,759.025,0.0483,0.82618,0.96892,0.88434,0.87444,0.91477,0.43315,0.04785,0.88379,0.98206,0.00148025,0.00148025,0.00148025
96,767.53,0.04807,0.81725,0.96851,0.88444,0.87588,0.91025,0.42923,0.04953,0.94585,1.00146,0.00145462,0.00145462,0.00145462
97,774.556,0.04792,0.82056,0.96586,0.86864,0.88904,0.91733,0.43763,0.05224,1.05305,1.03418,0.00142898,0.00142898,0.00142898
98,783.206,0.04829,0.8252,0.97178,0.88634,0.87944,0.91049,0.43501,0.05094,0.89247,1.02098,0.00140334,0.00140334,0.00140334
99,790.265,0.04815,0.8282,0.96576,0.87901,0.86056,0.89152,0.41376,0.05093,0.93981,1.02793,0.00137771,0.00137771,0.00137771
100,798.942,0.04707,0.79736,0.96196,0.87766,0.89273,0.91345,0.42983,0.04904,0.99989,1.0021,0.00135207,0.00135207,0.00135207
101,805.958,0.04881,0.83143,0.97094,0.86545,0.86117,0.90019,0.41999,0.05453,1.09069,1.07616,0.00132644,0.00132644,0.00132644
102,814.569,0.04829,0.81059,0.96512,0.88778,0.89659,0.93226,0.4456,0.04668,0.91006,0.96974,0.0013008,0.0013008,0.0013008
103,822.445,0.04734,0.7985,0.96277,0.88427,0.87442,0.90664,0.4228,0.0466,0.88831,0.97363,0.00127517,0.00127517,0.00127517
104,830.115,0.04739,0.80553,0.96834,0.87368,0.905,0.92452,0.44257,0.04731,0.95261,0.9855,0.00124953,0.00124953,0.00124953
105,838.659,0.04814,0.82637,0.97991,0.86368,0.86833,0.91274,0.43559,0.05134,1.08461,1.03075,0.0012239,0.0012239,0.0012239
106,845.677,0.04722,0.80335,0.96549,0.86839,0.86833,0.88504,0.41122,0.04892,0.96755,1.00014,0.00119826,0.00119826,0.00119826
107,854.238,0.04707,0.79363,0.96672,0.87987,0.89516,0.9169,0.43834,0.05087,0.9393,1.02196,0.00117262,0.00117262,0.00117262
108,861.329,0.04672,0.78907,0.94599,0.89302,0.90111,0.93057,0.44978,0.04885,0.98102,0.99637,0.00114699,0.00114699,0.00114699
109,870.008,0.04708,0.79458,0.96025,0.88301,0.90944,0.92705,0.44859,0.04654,0.95109,0.97818,0.00112135,0.00112135,0.00112135
110,877.11,0.04701,0.79257,0.96491,0.87499,0.88389,0.91472,0.43481,0.04932,1.02849,1.00064,0.00109572,0.00109572,0.00109572
111,885.661,0.04666,0.78319,0.95683,0.89746,0.90222,0.93239,0.44885,0.04767,0.90265,0.99013,0.00107008,0.00107008,0.00107008
112,893.191,0.04672,0.78084,0.95675,0.90151,0.90004,0.93232,0.44934,0.04729,0.85698,0.97786,0.00104445,0.00104445,0.00104445
113,900.919,0.04633,0.7727,0.95714,0.89393,0.90944,0.93677,0.4604,0.04871,0.87689,0.9915,0.00101881,0.00101881,0.00101881
114,909.383,0.04706,0.78909,0.96827,0.90159,0.89575,0.93264,0.45509,0.04708,0.86256,0.97366,0.000993175,0.000993175,0.000993175
115,916.338,0.04773,0.80021,0.9625,0.89332,0.89056,0.92682,0.44781,0.04596,0.94337,0.96381,0.000967539,0.000967539,0.000967539
116,924.935,0.04584,0.7689,0.95416,0.88328,0.895,0.91485,0.44751,0.04573,0.91917,0.96408,0.000941904,0.000941904,0.000941904
117,931.843,0.04635,0.76014,0.94808,0.90231,0.90611,0.92706,0.45061,0.04625,0.90364,0.97505,0.000916268,0.000916268,0.000916268
118,940.281,0.04642,0.7678,0.95374,0.88324,0.88889,0.93106,0.45238,0.04808,0.9702,0.98065,0.000890633,0.000890633,0.000890633
119,947.335,0.04583,0.76669,0.94672,0.8874,0.89444,0.92295,0.44833,0.04519,0.92747,0.95667,0.000864997,0.000864997,0.000864997
120,955.969,0.04666,0.7783,0.9566,0.89665,0.90222,0.92286,0.45234,0.04397,0.8586,0.95076,0.000839361,0.000839361,0.000839361
121,963.502,0.04721,0.79164,0.95547,0.88767,0.8824,0.91276,0.43637,0.04577,0.84772,0.96228,0.000813726,0.000813726,0.000813726
122,971.728,0.04587,0.76128,0.94996,0.90271,0.90889,0.9352,0.4654,0.04387,0.86284,0.94798,0.00078809,0.00078809,0.00078809
123,979.936,0.04608,0.77224,0.94988,0.90088,0.915,0.94268,0.46379,0.04674,0.86156,0.97173,0.000762455,0.000762455,0.000762455
124,987.42,0.0458,0.76547,0.95196,0.90118,0.90177,0.92912,0.45981,0.04485,0.87498,0.96331,0.000736819,0.000736819,0.000736819
125,996.033,0.0461,0.76154,0.95351,0.89594,0.91056,0.93239,0.45428,0.04609,0.84541,0.96839,0.000711183,0.000711183,0.000711183
126,1003.12,0.04524,0.75729,0.94816,0.8983,0.87838,0.91828,0.44832,0.04403,0.81994,0.94946,0.000685548,0.000685548,0.000685548
127,1011.78,0.0457,0.75759,0.96181,0.88816,0.91611,0.92926,0.45442,0.04482,0.83477,0.95661,0.000659912,0.000659912,0.000659912
128,1018.98,0.04509,0.74925,0.94452,0.89721,0.90681,0.93055,0.45184,0.04592,0.95646,0.96734,0.000634276,0.000634276,0.000634276
129,1027.66,0.0453,0.7501,0.94782,0.90034,0.91851,0.93545,0.46609,0.04472,0.88743,0.95403,0.000608641,0.000608641,0.000608641
130,1035.17,0.04535,0.74814,0.94521,0.90975,0.92,0.9443,0.47256,0.04494,0.84467,0.95542,0.000583005,0.000583005,0.000583005
131,1043.45,0.04726,0.77836,0.94463,0.91203,0.90423,0.94079,0.47256,0.04587,0.81425,0.9662,0.00055737,0.00055737,0.00055737
132,1051.88,0.04507,0.74166,0.94536,0.91594,0.87889,0.92036,0.45633,0.04395,0.81101,0.95303,0.000531734,0.000531734,0.000531734
133,1059.04,0.04572,0.76145,0.94653,0.90791,0.9092,0.93196,0.4715,0.04472,0.79384,0.96261,0.000506098,0.000506098,0.000506098
134,1067.75,0.04622,0.76206,0.95725,0.90398,0.90611,0.93776,0.46589,0.04408,0.89251,0.95249,0.000480463,0.000480463,0.000480463
135,1074.74,0.04541,0.74728,0.94899,0.91199,0.90889,0.94261,0.47793,0.04403,0.76092,0.9498,0.000454827,0.000454827,0.000454827
136,1083.6,0.04522,0.7398,0.94263,0.91166,0.91278,0.94069,0.47631,0.04508,0.79579,0.96195,0.000429191,0.000429191,0.000429191
137,1090.58,0.04479,0.73174,0.94151,0.91366,0.90944,0.93972,0.46979,0.04523,0.83376,0.95934,0.000403556,0.000403556,0.000403556
138,1099.27,0.04442,0.7314,0.94793,0.91262,0.905,0.93503,0.47223,0.04416,0.77438,0.9487,0.00037792,0.00037792,0.00037792
139,1106.86,0.04526,0.73875,0.94621,0.90897,0.90444,0.93872,0.47997,0.04357,0.78366,0.94812,0.000352285,0.000352285,0.000352285
140,1114.75,0.04476,0.73125,0.94127,0.90898,0.91667,0.94319,0.48209,0.04335,0.80246,0.94134,0.000326649,0.000326649,0.000326649
141,1124.95,0.0445,0.73562,0.96285,0.91039,0.89889,0.93619,0.47189,0.04333,0.76806,0.93963,0.000301013,0.000301013,0.000301013
142,1131.73,0.04435,0.72919,0.95024,0.9105,0.9099,0.94027,0.47788,0.0418,0.83414,0.92997,0.000275378,0.000275378,0.000275378
143,1140.22,0.04376,0.71705,0.94678,0.91605,0.91222,0.94402,0.48659,0.04382,0.73901,0.94358,0.000249742,0.000249742,0.000249742
144,1147.13,0.04345,0.71613,0.94746,0.91611,0.91606,0.9415,0.48372,0.04384,0.79226,0.94211,0.000224107,0.000224107,0.000224107
145,1155.4,0.04357,0.71086,0.94089,0.9077,0.90611,0.93846,0.47814,0.0427,0.78771,0.93965,0.000198471,0.000198471,0.000198471
146,1162.18,0.04413,0.71975,0.9484,0.91092,0.90894,0.93932,0.48092,0.04282,0.8106,0.93271,0.000172835,0.000172835,0.000172835
147,1170.53,0.0434,0.70753,0.95572,0.91391,0.92,0.94519,0.48467,0.04316,0.76101,0.93801,0.0001472,0.0001472,0.0001472
148,1177.32,0.04355,0.71382,0.94339,0.91942,0.91333,0.94316,0.48566,0.0429,0.76823,0.93882,0.000121564,0.000121564,0.000121564
149,1185.58,0.04307,0.70107,0.94692,0.91732,0.9123,0.94466,0.48518,0.0414,0.74975,0.92252,9.59284e-05,9.59284e-05,9.59284e-05
150,1192.36,0.04362,0.71468,0.9517,0.91938,0.91889,0.94877,0.48678,0.04313,0.75028,0.93935,7.02928e-05,7.02928e-05,7.02928e-05
