epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.86835,0.0483,2.86358,1.06904,0.75949,0.38835,0.54335,0.24407,0.04314,15.1887,1.00989,0.0942334,0.0002334,0.0002334
2,12.8347,0.05153,1.72761,1.08781,0.57104,0.75728,0.67159,0.28687,0.04422,3.63276,1.02992,0.0875032,0.000503201,0.000503201
3,15.8041,0.05867,1.37949,1.13289,0.21392,0.60841,0.20428,0.08714,0.04947,9.66466,1.14924,0.0807703,0.000770309,0.000770309
4,18.6205,0.04895,1.43545,1.01838,0.06907,0.60356,0.07801,0.04304,0.04624,2.58972,1.04463,0.0740347,0.00103473,0.00103473
5,21.4397,0.0505,1.53192,1.01909,0.75026,0.57443,0.65531,0.29953,0.04796,2.53137,1.06899,0.0672965,0.00129645,0.00129645
6,25.2234,0.05019,1.18065,1.05685,0.00241,0.02104,0.00123,0.00071,0.07942,inf,2.49222,0.0605555,0.00155549,0.00155549
7,28.5026,0.06191,1.53275,1.14152,0.04272,0.31553,0.0262,0.01255,0.05554,inf,1.46774,0.0538118,0.00181183,0.00181183
8,31.2924,0.05243,1.13021,1.06903,0.1117,0.49515,0.07983,0.03573,0.04749,inf,1.11464,0.0470655,0.00206548,0.00206548
9,34.2008,0.05224,0.95637,1.0844,0.0615,0.41909,0.04248,0.01667,0.05497,inf,1.18578,0.0403164,0.00231644,0.00231644
10,37.0373,0.05192,1.0845,1.06521,0.01425,0.12298,0.00793,0.00381,0.07811,inf,3.98849,0.0335647,0.0025647,0.0025647
11,41.0202,0.04961,1.00044,1.03401,0.18985,0.10356,0.05335,0.01884,0.07684,6.32186,1.39626,0.0268103,0.00281028,0.00281028
12,43.6984,0.05025,0.96174,1.01064,0.08013,0.04045,0.04203,0.01745,nan,nan,nan,0.0200532,0.00305316,0.00305316
13,46.3821,0.05546,1.22423,1.09804,0.2404,0.45321,0.15332,0.05079,0.06179,4.10846,1.28099,0.0132934,0.00329335,0.00329335
14,49.1749,0.05187,1.11831,1.0629,0.24846,0.50071,0.18799,0.07785,0.05129,2.89838,1.0585,0.00653085,0.00353085,0.00353085
15,52.8381,0.05147,1.01078,1.06266,0.27897,0.49353,0.21452,0.06785,0.06374,2.16635,1.17629,0.00362083,0.00362083,0.00362083
16,56.1167,0.0719,1.39501,1.22022,0.28456,0.10356,0.07817,0.03419,nan,nan,nan,0.0036016,0.0036016,0.0036016
17,58.8419,0.05424,1.15693,1.06339,0.39679,0.35231,0.31179,0.13624,nan,nan,nan,0.00358237,0.00358237,0.00358237
18,61.5909,0.05074,1.01585,1.06206,0.73217,0.7411,0.74898,0.27034,nan,nan,nan,0.00356315,0.00356315,0.00356315
19,64.4117,0.05689,1.09971,1.12397,0.35481,0.44226,0.30304,0.10531,nan,nan,nan,0.00354392,0.00354392,0.00354392
20,67.9055,0.06551,1.37654,1.21818,0.35151,0.57537,0.28573,0.09649,0.06178,1.93104,1.26673,0.00352469,0.00352469,0.00352469
21,71.0729,0.07126,1.7888,1.30483,0.13857,0.19579,0.07274,0.01849,0.08424,2.86567,1.77448,0.00350547,0.00350547,0.00350547
22,73.8155,0.08067,2.36805,1.45353,0.30687,0.17961,0.16096,0.0525,0.07386,5.18156,1.51236,0.00348624,0.00348624,0.00348624
23,76.5203,0.06539,1.58092,1.20503,0.49654,0.48058,0.40857,0.12091,0.05927,1.89055,1.21853,0.00346701,0.00346701,0.00346701
24,79.2481,0.06195,1.40113,1.17839,0.3682,0.27346,0.22983,0.08373,0.06804,2.79546,1.43153,0.00344779,0.00344779,0.00344779
25,82.889,0.06414,1.31961,1.21939,0.55619,0.47087,0.42913,0.12877,0.06464,2.69985,1.49166,0.00342856,0.00342856,0.00342856
