epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,17.1971,0.05779,5.09601,1.61308,0.07725,0.06176,0.0422,0.01909,0.0822,39.5139,2.88817,0.08752,0.00052,0.00052
2,27.8084,0.05359,3.01036,1.43698,0.00826,0.29555,0.00823,0.00432,0.07883,inf,9.16343,0.0740747,0.00107465,0.00107465
3,40.8074,0.06001,2.58611,1.51807,0.94519,0.00251,0.00303,0.00165,nan,nan,nan,0.0606238,0.00162376,0.00162376
4,53.1927,0.06158,2.95924,1.59484,0.00012,0.01003,6e-05,3e-05,nan,nan,nan,0.0471673,0.00216733,0.00216733
5,63.6994,0.05732,2.23537,1.4799,0.90111,0.17043,0.17171,0.09018,0.08777,8.94569,3.49911,0.0337054,0.00270535,0.00270535
6,73.5573,0.05543,2.38241,1.56497,0.59158,0.17544,0.19727,0.08504,0.05932,inf,1.72895,0.0202378,0.00323783,0.00323783
7,83.6515,0.06468,2.72191,1.61508,0.37295,0.06015,0.02632,0.01076,0.07256,131.082,2.08326,0.00676476,0.00376476,0.00376476
8,94.6759,0.0612,2.78565,1.6228,0.01209,0.10025,0.04435,0.01385,0.08791,inf,1.96646,0.0038614,0.0038614,0.0038614
9,105.013,0.06327,2.6294,1.6229,0.69902,0.04386,0.02786,0.01253,0.08787,30.8009,2.46065,0.0038416,0.0038416,0.0038416
10,114.906,0.06003,2.37373,1.501,0.15345,0.17794,0.1527,0.05839,0.07804,inf,2.11404,0.0038218,0.0038218,0.0038218
11,124.709,0.05402,2.12034,1.42825,0.85673,0.11471,0.11462,0.05323,0.06323,6.47321,1.73072,0.003802,0.003802,0.003802
12,135.125,0.05135,1.93697,1.38264,0.70123,0.19401,0.23501,0.13113,0.05706,3.7097,1.48687,0.0037822,0.0037822,0.0037822
13,145.428,0.05168,1.7742,1.34496,0.91328,0.14662,0.18261,0.08267,0.07575,3.51753,1.89119,0.0037624,0.0037624,0.0037624
14,155.084,0.05112,1.83722,1.37132,0.95011,0.20644,0.24441,0.13767,0.05287,2.98196,1.44313,0.0037426,0.0037426,0.0037426
15,165.498,0.05274,1.94072,1.40635,0.64504,0.25998,0.26576,0.08788,0.06198,3.21124,1.67408,0.0037228,0.0037228,0.0037228
16,175.84,0.05062,1.84602,1.37573,0.71759,0.26941,0.30066,0.17342,0.04567,2.11007,1.31865,0.003703,0.003703,0.003703
17,185.405,0.04942,1.89414,1.36513,0.93733,0.07895,0.10161,0.04704,0.0601,4.17561,1.716,0.0036832,0.0036832,0.0036832
18,196.053,0.05049,1.84761,1.36861,0.44875,0.07018,0.04811,0.02214,0.09123,67.2988,3.50757,0.0036634,0.0036634,0.0036634
19,206.318,0.04955,1.83168,1.37084,0.73723,0.39395,0.51795,0.28992,0.04465,3.39004,1.2821,0.0036436,0.0036436,0.0036436
20,216.644,0.04558,1.68645,1.29344,0.95585,0.22807,0.24546,0.14781,0.0472,3.75029,1.39526,0.0036238,0.0036238,0.0036238
21,226.311,0.04741,1.67654,1.29161,0.96933,0.14912,0.18702,0.09375,0.0571,3.19597,1.59166,0.003604,0.003604,0.003604
22,236.327,0.04629,1.57258,1.27469,0.64571,0.50366,0.52155,0.30794,0.04062,1.42535,1.20601,0.0035842,0.0035842,0.0035842
23,246.715,0.0465,1.55134,1.2783,0.52146,0.39188,0.43449,0.24051,0.04052,1.56208,1.20652,0.0035644,0.0035644,0.0035644
24,256.36,0.04756,1.53119,1.26254,0.31843,0.18922,0.23589,0.13748,0.05284,3.18023,1.5032,0.0035446,0.0035446,0.0035446
25,266.294,0.04722,1.66735,1.31487,0.60774,0.40122,0.44343,0.2572,0.04499,1.95489,1.28538,0.0035248,0.0035248,0.0035248
26,276.554,0.04481,1.38054,1.1951,0.60128,0.60994,0.64813,0.36609,0.03822,1.46107,1.19603,0.003505,0.003505,0.003505
27,287.485,0.04536,1.48984,1.25217,0.49988,0.31208,0.36863,0.22671,0.042,1.98665,1.2855,0.0034852,0.0034852,0.0034852
28,297.075,0.04327,1.41636,1.25453,0.72018,0.27707,0.3063,0.17004,0.04774,3.0307,1.37389,0.0034654,0.0034654,0.0034654
29,307.752,0.04351,1.42234,1.23229,0.49925,0.36733,0.41944,0.25068,0.03834,2.4301,1.18512,0.0034456,0.0034456,0.0034456
30,317.99,0.04278,1.45383,1.23295,0.54744,0.37885,0.44971,0.2719,0.04298,1.74901,1.29798,0.0034258,0.0034258,0.0034258
31,328.171,0.04482,1.48376,1.26234,0.7334,0.38159,0.49286,0.28401,0.04191,1.51059,1.25619,0.003406,0.003406,0.003406
32,337.876,0.04386,1.46128,1.25037,0.81118,0.43636,0.53845,0.32163,0.03914,2.19654,1.22741,0.0033862,0.0033862,0.0033862
33,348.493,0.04781,1.52088,1.2975,0.96682,0.20927,0.24546,0.13943,0.05228,3.00111,1.49725,0.0033664,0.0033664,0.0033664
34,358.926,0.0433,1.34625,1.21322,0.55276,0.40042,0.4373,0.24604,0.0429,2.54325,1.27083,0.0033466,0.0033466,0.0033466
35,368.294,0.04424,1.48393,1.29039,0.73566,0.50436,0.52512,0.32852,0.03592,1.46345,1.16092,0.0033268,0.0033268,0.0033268
36,379.806,0.04141,1.26918,1.17786,0.84115,0.59111,0.76529,0.46651,0.03372,0.98564,1.13602,0.003307,0.003307,0.003307
37,390.207,0.04398,1.30684,1.19076,0.55004,0.4509,0.51986,0.31429,0.03889,1.82308,1.21906,0.0032872,0.0032872,0.0032872
38,400.373,0.04453,1.41481,1.23978,0.74295,0.25782,0.27837,0.12945,0.0656,2.20213,1.67005,0.0032674,0.0032674,0.0032674
39,410.822,0.04141,1.33537,1.22485,0.56135,0.37515,0.44553,0.27465,0.0405,2.30322,1.21888,0.0032476,0.0032476,0.0032476
40,420.982,0.04214,1.35578,1.2133,0.82887,0.62109,0.7766,0.46177,0.03711,1.38386,1.16456,0.0032278,0.0032278,0.0032278
41,431.03,0.03967,1.20361,1.16047,0.73301,0.50202,0.57591,0.36199,0.03609,2.16676,1.14728,0.003208,0.003208,0.003208
42,440.544,0.04332,1.40005,1.25608,0.85489,0.30123,0.36119,0.20696,0.05647,1.72608,1.658,0.0031882,0.0031882,0.0031882
43,451.969,0.04202,1.31748,1.21245,0.80543,0.43683,0.54531,0.3196,0.03464,2.19177,1.14003,0.0031684,0.0031684,0.0031684
44,462.077,0.04287,1.27246,1.20338,0.86289,0.33417,0.36063,0.19935,0.05239,1.93808,1.49425,0.0031486,0.0031486,0.0031486
45,472.377,0.04241,1.28663,1.20882,0.79308,0.36175,0.51698,0.28772,0.04143,1.75472,1.23639,0.0031288,0.0031288,0.0031288
46,482.765,0.04069,1.18551,1.15667,0.46052,0.36423,0.41546,0.24407,0.04248,1.56126,1.26602,0.003109,0.003109,0.003109
47,492.841,0.04176,1.30874,1.22831,0.42602,0.17772,0.21152,0.11278,0.05718,2.59183,1.58036,0.0030892,0.0030892,0.0030892
48,503.431,0.04131,1.28686,1.20262,0.97354,0.2325,0.28364,0.17053,0.04899,2.20004,1.42706,0.0030694,0.0030694,0.0030694
49,513.593,0.03992,1.27508,1.19078,0.87449,0.37653,0.42857,0.26398,0.04293,2.02759,1.40756,0.0030496,0.0030496,0.0030496
50,523.56,0.03965,1.14194,1.16025,0.67849,0.51729,0.59273,0.3552,0.03891,1.58533,1.23844,0.0030298,0.0030298,0.0030298
51,534.203,0.04099,1.19805,1.18851,0.69596,0.54868,0.62353,0.36154,0.04189,1.33133,1.28468,0.00301,0.00301,0.00301
