epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,115.777,0.0506,1.78323,1.37867,0.68907,0.33386,0.34749,0.15207,0.04962,1.89921,1.41572,0.00355674,0.00355674,0.00355674
15,123.967,0.05229,1.91798,1.42645,0.72711,0.42264,0.52931,0.25222,0.04273,1.89473,1.2915,0.0035311,0.0035311,0.0035311
16,130.978,0.04977,1.7508,1.33377,0.72435,0.48135,0.57759,0.30576,0.04694,1.89848,1.33494,0.00350547,0.00350547,0.00350547
17,139.209,0.0489,1.79548,1.34269,0.68498,0.4378,0.53534,0.31934,0.04196,1.5772,1.27023,0.00347983,0.00347983,0.00347983
18,146.243,0.04776,1.74666,1.30508,0.98488,0.27834,0.3308,0.20176,0.04213,2.11419,1.30397,0.00345419,0.00345419,0.00345419
19,154.328,0.04841,1.83429,1.37539,0.89988,0.27869,0.32178,0.19596,0.04375,1.97601,1.32691,0.00342856,0.00342856,0.00342856
20,161.389,0.0451,1.70779,1.29918,0.32131,0.33748,0.3222,0.19348,0.03995,1.70832,1.24146,0.00340292,0.00340292,0.00340292
21,169.373,0.04341,1.50994,1.2535,0.91497,0.28482,0.35106,0.18461,0.04876,2.15523,1.3263,0.00337729,0.00337729,0.00337729
22,177.041,0.04702,1.5568,1.28503,0.53715,0.16109,0.17723,0.08602,0.05941,3.14407,1.79179,0.00335165,0.00335165,0.00335165
23,184.483,0.04603,1.66432,1.33939,0.86662,0.40054,0.45327,0.24152,0.04552,1.58037,1.37192,0.00332602,0.00332602,0.00332602
24,192.334,0.04607,1.68871,1.33468,0.89576,0.24765,0.29752,0.15481,0.04806,2.33973,1.3976,0.00330038,0.00330038,0.00330038
25,199.459,0.04317,1.49058,1.27309,0.96153,0.21827,0.25508,0.14605,0.04948,2.3239,1.45244,0.00327475,0.00327475,0.00327475
26,207.807,0.04395,1.45365,1.24284,0.36311,0.31912,0.31188,0.13429,0.05859,1.94898,1.43134,0.00324911,0.00324911,0.00324911
27,214.651,0.04613,1.55618,1.30934,0.74744,0.3257,0.35372,0.21321,0.03987,1.98129,1.24187,0.00322347,0.00322347,0.00322347
28,222.592,0.0446,1.48438,1.28226,0.35325,0.37307,0.36374,0.19819,0.04618,1.88623,1.30379,0.00319784,0.00319784,0.00319784
29,229.455,0.04372,1.50452,1.29011,0.75207,0.58661,0.63638,0.35921,0.04318,1.6933,1.29672,0.0031722,0.0031722,0.0031722
30,237.787,0.04311,1.46039,1.2272,0.33747,0.28235,0.29784,0.14306,0.05038,2.43444,1.40568,0.00314657,0.00314657,0.00314657
31,244.673,0.04463,1.52893,1.24998,0.45334,0.4004,0.39456,0.22286,0.04154,1.78788,1.27403,0.00312093,0.00312093,0.00312093
32,252.553,0.04223,1.43535,1.21342,0.74424,0.47293,0.53543,0.30447,0.04185,2.06449,1.2286,0.0030953,0.0030953,0.0030953
33,259.354,0.04317,1.44702,1.25023,0.35051,0.21095,0.24799,0.12587,0.05336,2.48951,1.57012,0.00306966,0.00306966,0.00306966
34,267.241,0.04493,1.57794,1.29735,0.55375,0.40394,0.38448,0.20855,0.05928,1.66745,1.68298,0.00304402,0.00304402,0.00304402
35,274.062,0.04041,1.28966,1.19435,0.79308,0.54615,0.63458,0.385,0.0402,1.35836,1.2719,0.00301839,0.00301839,0.00301839
36,282.15,0.04331,1.47388,1.25512,0.40778,0.33261,0.34755,0.20248,0.04465,1.86547,1.28526,0.00299275,0.00299275,0.00299275
37,289.509,0.04059,1.30616,1.19877,0.62609,0.56086,0.56493,0.30311,0.04233,1.38472,1.22854,0.00296712,0.00296712,0.00296712
38,297.098,0.04101,1.29531,1.19646,0.33884,0.31033,0.30835,0.17558,0.04382,1.76961,1.29623,0.00294148,0.00294148,0.00294148
39,304.529,0.04185,1.388,1.22963,0.89229,0.43311,0.61274,0.37172,0.03998,1.61175,1.23801,0.00291585,0.00291585,0.00291585
40,311.896,0.04163,1.26649,1.1908,0.79218,0.57103,0.65863,0.39953,0.04204,1.44631,1.22426,0.00289021,0.00289021,0.00289021
41,319.721,0.04519,1.33284,1.21949,0.5594,0.32433,0.34565,0.181,0.04437,2.24205,1.29256,0.00286458,0.00286458,0.00286458
42,326.816,0.04269,1.37234,1.21931,0.63943,0.09508,0.16259,0.07376,0.06317,3.20094,1.64756,0.00283894,0.00283894,0.00283894
43,334.528,0.04248,1.4508,1.26892,0,0,0,0,nan,nan,nan,0.0028133,0.0028133,0.0028133
44,341.612,0.04126,1.36868,1.21496,0,0,0,0,nan,nan,nan,0.00278767,0.00278767,0.00278767
45,349.656,0.03974,1.32832,1.20455,0.5767,0.487,0.48385,0.28151,0.04165,1.76515,1.20678,0.00276203,0.00276203,0.00276203
46,356.361,0.03878,1.17973,1.16633,0.69987,0.59434,0.64064,0.39583,0.0395,1.9023,1.29712,0.0027364,0.0027364,0.0027364
47,364.591,0.04009,1.21191,1.18247,0.89247,0.43822,0.63128,0.3964,0.04648,2.23307,1.52955,0.00271076,0.00271076,0.00271076
48,371.374,0.04191,1.4378,1.26981,0.6197,0.5137,0.50933,0.31151,0.03854,1.81588,1.21891,0.00268513,0.00268513,0.00268513
49,379.314,0.04058,1.22402,1.17349,0.65639,0.56562,0.5349,0.2796,0.03893,1.98089,1.18927,0.00265949,0.00265949,0.00265949
50,386.181,0.04078,1.25503,1.1857,0.8974,0.6793,0.82353,0.50138,0.0383,1.02208,1.2002,0.00263385,0.00263385,0.00263385
51,394.232,0.03944,1.19141,1.18627,0.15361,0.08376,0.09219,0.04179,0.06599,3.92951,2.28106,0.00260822,0.00260822,0.00260822
52,401.19,0.04058,1.27529,1.18636,0.63826,0.52214,0.57572,0.34719,0.03873,1.28641,1.22421,0.00258258,0.00258258,0.00258258
53,409.176,0.04022,1.30166,1.21042,0.62388,0.16159,0.21859,0.11569,0.05854,3.94769,2.84356,0.00255695,0.00255695,0.00255695
54,416.308,0.03817,1.14848,1.15886,0.02175,0.03384,0.01948,0.00716,0.10504,5.57765,11.9296,0.00253131,0.00253131,0.00253131
55,423.893,0.04043,1.22613,1.19782,0.63266,0.58015,0.60661,0.35385,0.04168,1.59531,1.19879,0.00250568,0.00250568,0.00250568
56,431.188,0.03824,1.19655,1.19178,0.77923,0.62696,0.76603,0.47445,0.03378,0.72832,1.14926,0.00248004,0.00248004,0.00248004
57,438.604,0.03776,1.13849,1.15446,0.71179,0.62276,0.6717,0.42652,0.03763,1.38507,1.18809,0.00245441,0.00245441,0.00245441
58,446.247,0.03669,1.09548,1.13316,0.41784,0.33401,0.33866,0.19243,0.04019,1.83344,1.16041,0.00242877,0.00242877,0.00242877
59,453.413,0.0372,1.13526,1.13247,0.84679,0.74758,0.85311,0.55057,0.03475,0.74952,1.15837,0.00240313,0.00240313,0.00240313
60,461.464,0.03937,1.16276,1.16773,0.89227,0.68147,0.84599,0.52553,0.03631,0.88708,1.21149,0.0023775,0.0023775,0.0023775
61,468.189,0.03988,1.18427,1.18839,0.81885,0.0729,0.09796,0.05116,0.03584,1.74475,1.33163,0.00235186,0.00235186,0.00235186
62,476.514,0.03611,1.10539,1.13641,0.79588,0.04231,0.04746,0.01941,0.08333,4.04803,10.7384,0.00232623,0.00232623,0.00232623
63,483.519,0.03978,1.26974,1.20186,0.91131,0.75149,0.85889,0.56738,0.0337,0.87624,1.16165,0.00230059,0.00230059,0.00230059
64,491.984,0.03881,1.14775,1.16579,0.68546,0.56277,0.63684,0.39645,0.03795,1.53405,1.23304,0.00227496,0.00227496,0.00227496
65,498.947,0.03918,1.14755,1.16261,0.94885,0.45877,0.62383,0.37819,0.04322,1.13788,1.33348,0.00224932,0.00224932,0.00224932
66,507.124,0.03839,1.10265,1.15995,0.7472,0.70958,0.74391,0.46442,0.0358,0.90754,1.17024,0.00222368,0.00222368,0.00222368
67,514.107,0.03805,1.13652,1.16198,0.86747,0.5305,0.61751,0.37966,0.04259,1.51057,1.24271,0.00219805,0.00219805,0.00219805
68,522.049,0.0371,1.06224,1.12653,0.82587,0.77797,0.86097,0.55236,0.03338,0.65389,1.20134,0.00217241,0.00217241,0.00217241
69,529.078,0.03797,1.10991,1.14089,0.969,0.26936,0.31259,0.16848,0.04824,2.57817,1.34492,0.00214678,0.00214678,0.00214678
70,536.961,0.04117,1.29541,1.21739,0.84504,0.48754,0.51702,0.32715,0.03884,0.93116,1.26928,0.00212114,0.00212114,0.00212114
71,544.558,0.03741,1.07247,1.13716,0.8496,0.8573,0.90208,0.58022,0.03586,0.72098,1.18001,0.00209551,0.00209551,0.00209551
72,552.086,0.03835,1.10958,1.12906,0.97326,0.28511,0.32589,0.20497,0.04691,2.11181,1.78511,0.00206987,0.00206987,0.00206987
73,560.046,0.03667,1.01478,1.12141,0.29088,0.2087,0.27083,0.16221,0.04298,2.26827,1.52055,0.00204424,0.00204424,0.00204424
74,567.365,0.0374,1.08597,1.14329,0.85465,0.59311,0.70287,0.4366,0.03728,1.02116,1.18678,0.0020186,0.0020186,0.0020186
75,575.462,0.03631,0.97142,1.13787,0.85211,0.51332,0.64468,0.37531,0.04535,1.19661,1.31712,0.00199296,0.00199296,0.00199296
76,582.271,0.03563,1.01003,1.09821,0.80548,0.59086,0.64704,0.37531,0.04264,1.61211,1.36217,0.00196733,0.00196733,0.00196733
77,590.239,0.03631,1.06353,1.13452,0.93512,0.77867,0.89112,0.56308,0.03153,0.73171,1.10553,0.00194169,0.00194169,0.00194169
78,597.096,0.03707,1.05043,1.12789,0.8847,0.84718,0.92008,0.58467,0.03481,0.70693,1.17474,0.00191606,0.00191606,0.00191606
79,605.279,0.03636,0.94725,1.10425,0.8848,0.77089,0.89827,0.59471,0.03224,0.67245,1.14328,0.00189042,0.00189042,0.00189042
80,612.147,0.03811,1.09539,1.13111,0.84826,0.80286,0.90051,0.5782,0.03279,0.78783,1.13299,0.00186479,0.00186479,0.00186479
81,620.079,0.03711,1.04947,1.12762,0.7793,0.56184,0.72094,0.46116,0.03406,0.82007,1.16202,0.00183915,0.00183915,0.00183915
82,627.347,0.03534,0.95972,1.09666,0.96064,0.76367,0.89325,0.57711,0.03329,0.72001,1.15117,0.00181351,0.00181351,0.00181351
83,635.235,0.03538,0.97095,1.09419,0.84851,0.79723,0.87861,0.57773,0.03565,0.70007,1.14537,0.00178788,0.00178788,0.00178788
84,642.238,0.03521,0.97665,1.09827,0.87598,0.76868,0.8642,0.56438,0.03655,0.85051,1.1864,0.00176224,0.00176224,0.00176224
85,650.162,0.03617,0.99057,1.10691,0.91433,0.77669,0.89048,0.58049,0.03218,0.60891,1.12118,0.00173661,0.00173661,0.00173661
86,657.439,0.03571,1.0238,1.12931,0.93104,0.43715,0.47195,0.29128,0.03798,1.17402,1.21811,0.00171097,0.00171097,0.00171097
87,664.888,0.03383,0.94169,1.09883,0.88123,0.30336,0.35094,0.2207,0.04429,1.8681,1.32443,0.00168534,0.00168534,0.00168534
88,672.529,0.03468,0.97805,1.11612,0.8518,0.633,0.7539,0.49237,0.03064,0.81833,1.14062,0.0016597,0.0016597,0.0016597
89,679.742,0.03526,0.9812,1.10569,0.89173,0.73484,0.86165,0.56563,0.03263,0.62015,1.15345,0.00163407,0.00163407,0.00163407
90,687.591,0.03495,0.96282,1.09904,0.76092,0.60779,0.65899,0.39908,0.03998,1.51446,1.28182,0.00160843,0.00160843,0.00160843
91,694.782,0.03618,1.03173,1.11633,0.89222,0.82124,0.91897,0.61561,0.03428,0.56215,1.20538,0.00158279,0.00158279,0.00158279
92,702.959,0.03501,1.00548,1.09677,0.79258,0.29581,0.32575,0.20887,0.04145,2.44505,1.23765,0.00155716,0.00155716,0.00155716
93,709.897,0.03449,0.96127,1.1096,0.91286,0.71617,0.82042,0.53695,0.03417,0.65427,1.17744,0.00153152,0.00153152,0.00153152
94,718.087,0.03473,0.95617,1.09312,0.7755,0.58243,0.67965,0.40039,0.03585,0.75748,1.18541,0.00150589,0.00150589,0.00150589
95,724.992,0.03402,0.94808,1.08666,0.72388,0.42942,0.61771,0.38759,0.03553,1.59953,1.14135,0.00148025,0.00148025,0.00148025
96,732.944,0.03461,0.95604,1.09411,0.86671,0.67131,0.78542,0.50099,0.03611,0.81942,1.18565,0.00145462,0.00145462,0.00145462
97,739.731,0.03404,0.92024,1.08023,0.90429,0.50016,0.59932,0.38448,0.03619,1.27343,1.22244,0.00142898,0.00142898,0.00142898
98,747.701,0.0342,0.96526,1.1005,0.8303,0.73404,0.82045,0.52234,0.03402,0.72537,1.19495,0.00140334,0.00140334,0.00140334
99,754.832,0.0344,0.99825,1.10363,0.85972,0.69612,0.82607,0.53759,0.03189,0.96261,1.07784,0.00137771,0.00137771,0.00137771
100,762.849,0.03561,0.96878,1.09206,0.86497,0.44001,0.51806,0.32646,0.03825,2.27791,1.39716,0.00135207,0.00135207,0.00135207
101,769.694,0.03491,0.94875,1.09274,0.8903,0.82447,0.90828,0.61305,0.03123,0.66388,1.08363,0.00132644,0.00132644,0.00132644
102,777.844,0.03345,0.88349,1.05431,0.92702,0.75198,0.88875,0.57775,0.0333,0.71009,1.26384,0.0013008,0.0013008,0.0013008
103,785.219,0.03409,0.88327,1.06233,0.85791,0.84659,0.92069,0.59755,0.03067,0.6198,1.1345,0.00127517,0.00127517,0.00127517
104,792.759,0.03378,0.87202,1.0587,0.74076,0.71334,0.81257,0.51486,0.03731,0.90515,1.36881,0.00124953,0.00124953,0.00124953
105,800.402,0.03444,0.9323,1.08498,0.87004,0.67181,0.79528,0.502,0.0323,0.73566,1.13383,0.0012239,0.0012239,0.0012239
106,807.656,0.03409,0.90017,1.08304,0.87725,0.51575,0.6339,0.41221,0.03597,1.89933,1.13845,0.00119826,0.00119826,0.00119826
107,815.453,0.03285,0.847,1.05722,0.76689,0.56015,0.66669,0.4204,0.03668,1.10563,1.13602,0.00117262,0.00117262,0.00117262
108,822.418,0.03518,0.95073,1.09135,0.9362,0.85887,0.95826,0.65471,0.02872,0.51481,1.11462,0.00114699,0.00114699,0.00114699
109,830.554,0.03382,0.89849,1.07286,0.8059,0.68659,0.76095,0.46943,0.03622,0.89835,1.19966,0.00112135,0.00112135,0.00112135
110,837.495,0.03414,0.93625,1.08137,0.87403,0.6853,0.7983,0.52905,0.03354,0.72532,1.21715,0.00109572,0.00109572,0.00109572
111,845.429,0.03246,0.84069,1.04301,0.89651,0.85827,0.93048,0.6186,0.02851,0.53547,1.08572,0.00107008,0.00107008,0.00107008
112,852.271,0.0335,0.90565,1.082,0.8491,0.72813,0.80853,0.50918,0.03422,0.62709,1.20367,0.00104445,0.00104445,0.00104445
113,860.364,0.0328,0.85022,1.05576,0.86874,0.84097,0.90563,0.60011,0.03157,0.5674,1.10211,0.00101881,0.00101881,0.00101881
114,867.353,0.03254,0.83563,1.06417,0.9293,0.71056,0.81011,0.50836,0.03629,0.6855,1.25639,0.000993175,0.000993175,0.000993175
115,875.676,0.03242,0.85805,1.04589,0.94109,0.85817,0.93647,0.63472,0.03371,0.60722,1.13239,0.000967539,0.000967539,0.000967539
116,882.43,0.03248,0.8759,1.06491,0.82327,0.82145,0.86674,0.56368,0.03153,0.58983,1.14152,0.000941904,0.000941904,0.000941904
117,890.602,0.03249,0.87099,1.05672,0.84226,0.72284,0.81337,0.51786,0.03202,0.68214,1.15981,0.000916268,0.000916268,0.000916268
118,897.455,0.03187,0.8005,1.04035,0.81079,0.74357,0.80228,0.49606,0.03298,0.95477,1.12453,0.000890633,0.000890633,0.000890633
119,905.442,0.03285,0.86696,1.06097,0.85066,0.78139,0.91293,0.61587,0.03071,0.65571,1.10339,0.000864997,0.000864997,0.000864997
120,912.616,0.03126,0.78872,1.02853,0.86695,0.87079,0.92364,0.64209,0.02959,0.59856,1.05399,0.000839361,0.000839361,0.000839361
121,920.388,0.03189,0.82176,1.05157,0.89545,0.86251,0.93496,0.6414,0.02886,0.56407,1.04937,0.000813726,0.000813726,0.000813726
122,928.054,0.03175,0.79973,1.03534,0.96221,0.74047,0.89012,0.59804,0.02986,0.54261,1.08438,0.00078809,0.00078809,0.00078809
123,935.434,0.03359,0.92145,1.08347,0.8391,0.81833,0.87955,0.5775,0.03852,0.89671,1.39138,0.000762455,0.000762455,0.000762455
124,943.073,0.03209,0.79115,1.03032,0.97727,0.87494,0.965,0.64935,0.0289,0.46745,1.05693,0.000736819,0.000736819,0.000736819
125,950.278,0.03219,0.82577,1.0504,0.72995,0.65247,0.69408,0.39581,0.03647,2.15979,1.22284,0.000711183,0.000711183,0.000711183
126,958.34,0.03138,0.78279,1.01772,0.88519,0.64324,0.7499,0.49342,0.03596,1.07339,1.16265,0.000685548,0.000685548,0.000685548
127,965.255,0.03315,0.90474,1.05549,0.87777,0.77478,0.84486,0.56092,0.03178,0.65679,1.12489,0.000659912,0.000659912,0.000659912
128,973.439,0.03199,0.8665,1.07299,0.82007,0.75979,0.84752,0.57513,0.02968,0.68759,1.05939,0.000634276,0.000634276,0.000634276
