epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,472.458,0.03629,1.02759,1.09603,0.91466,0.40998,0.55275,0.33763,0.03611,1.67652,1.18276,0.0021596,0.0021596,0.0021596
47,482.551,0.03677,1.10419,1.15076,0.78886,0.67071,0.78751,0.46272,0.03448,1.21207,1.15291,0.00212114,0.00212114,0.00212114
48,491.98,0.03655,1.05904,1.13163,0.84049,0.72324,0.83341,0.53487,0.03328,0.71114,1.09429,0.00208269,0.00208269,0.00208269
49,502.132,0.03668,1.08561,1.1322,0.60745,0.56671,0.5814,0.34013,0.03381,1.06057,1.13747,0.00204424,0.00204424,0.00204424
50,512.458,0.03603,0.9734,1.11426,0.74176,0.74909,0.82205,0.53494,0.03018,0.69189,1.06515,0.00200578,0.00200578,0.00200578
51,522.438,0.03754,1.04303,1.1367,0.82009,0.37382,0.43958,0.26139,0.04057,1.372,1.26435,0.00196733,0.00196733,0.00196733
52,532.277,0.03539,0.9857,1.10601,0.82507,0.86951,0.90463,0.61599,0.02692,0.65198,1.02157,0.00192888,0.00192888,0.00192888
53,542.62,0.03634,1.05907,1.14484,0.72929,0.5216,0.61141,0.39165,0.03458,1.49817,1.18,0.00189042,0.00189042,0.00189042
54,552.89,0.03652,1.02966,1.13588,0.79059,0.68493,0.772,0.51781,0.02854,0.77193,1.05201,0.00185197,0.00185197,0.00185197
55,562.58,0.03421,0.96919,1.0738,0.85267,0.67118,0.74183,0.45853,0.03107,0.82925,1.10618,0.00181351,0.00181351,0.00181351
56,572.62,0.03515,0.99105,1.10355,0.77404,0.59179,0.70237,0.45745,0.03069,1.54736,1.10953,0.00177506,0.00177506,0.00177506
57,582.941,0.03534,0.94628,1.09693,0.86272,0.84658,0.89595,0.60737,0.02651,0.60252,1.02995,0.00173661,0.00173661,0.00173661
58,592.419,0.03606,0.99975,1.1107,0.84251,0.72977,0.85065,0.54615,0.03125,0.89749,1.09815,0.00169815,0.00169815,0.00169815
59,602.462,0.03402,0.89492,1.06521,0.74269,0.66804,0.68861,0.41497,0.03062,0.90187,1.07727,0.0016597,0.0016597,0.0016597
60,612.648,0.03441,0.97836,1.09532,0.82439,0.60131,0.69548,0.46506,0.02931,0.92776,1.06721,0.00162125,0.00162125,0.00162125
61,622.83,0.03521,1.00329,1.09973,0.91835,0.41242,0.56984,0.36428,0.03338,2.16433,1.14111,0.00158279,0.00158279,0.00158279
62,632.51,0.03384,0.92748,1.08659,0.77941,0.65107,0.76513,0.5136,0.02824,0.84268,1.04922,0.00154434,0.00154434,0.00154434
63,642.867,0.03449,0.96121,1.1027,0.76383,0.53808,0.55348,0.37847,0.0318,1.16149,1.09819,0.00150589,0.00150589,0.00150589
64,653.291,0.03564,1.01493,1.11896,0.84233,0.83914,0.88399,0.58789,0.03194,0.75639,1.08195,0.00146743,0.00146743,0.00146743
65,662.649,0.03348,0.90028,1.06961,0.90681,0.5278,0.60827,0.3694,0.03367,0.97963,1.14678,0.00142898,0.00142898,0.00142898
66,672.748,0.03305,0.88714,1.07262,0.82693,0.26918,0.30792,0.19773,0.04353,2.13289,1.40094,0.00139053,0.00139053,0.00139053
67,682.988,0.03341,0.87054,1.07533,0.91895,0.81445,0.92462,0.62555,0.02736,0.55514,1.04443,0.00135207,0.00135207,0.00135207
68,692.782,0.03229,0.83038,1.04653,0.67041,0.7049,0.74419,0.46848,0.02849,1.15927,1.04073,0.00131362,0.00131362,0.00131362
69,702.718,0.03322,0.86305,1.05726,0.88489,0.78133,0.88773,0.59336,0.027,0.58342,1.02271,0.00127517,0.00127517,0.00127517
70,712.941,0.03346,0.87989,1.0604,0.59238,0.41294,0.48651,0.27318,0.03899,1.45722,1.1991,0.00123671,0.00123671,0.00123671
71,722.899,0.03261,0.88564,1.06735,0.84556,0.6357,0.76935,0.49227,0.03855,0.76699,1.39924,0.00119826,0.00119826,0.00119826
72,733.818,0.03296,0.85293,1.04189,0.80915,0.81785,0.8954,0.5978,0.02939,0.69635,1.04347,0.00115981,0.00115981,0.00115981
73,744.12,0.0337,0.88455,1.07158,0.79819,0.75101,0.84727,0.5676,0.02912,0.59064,1.06052,0.00112135,0.00112135,0.00112135
74,754.612,0.03373,0.91975,1.08858,0.78213,0.62879,0.7205,0.43869,0.03587,0.90912,1.21002,0.0010829,0.0010829,0.0010829
75,764.358,0.03282,0.89007,1.07017,0.86025,0.79308,0.90162,0.60906,0.02744,0.62385,1.04458,0.00104445,0.00104445,0.00104445
76,774.328,0.03283,0.83551,1.03457,0.88335,0.81109,0.8995,0.59956,0.02927,0.60701,1.07965,0.00100599,0.00100599,0.00100599
77,784.341,0.03256,0.80844,1.05153,0.72723,0.76757,0.78,0.4754,0.03667,0.78059,1.20309,0.000967539,0.000967539,0.000967539
78,794.623,0.03202,0.82456,1.03746,0.9012,0.6986,0.85426,0.5215,0.03057,0.66329,1.07731,0.000929086,0.000929086,0.000929086
79,804.141,0.03299,0.86343,1.0657,0.84399,0.80803,0.88309,0.58384,0.02889,0.76456,1.03781,0.000890633,0.000890633,0.000890633
80,814.711,0.03193,0.85705,1.05088,0.82452,0.84778,0.91483,0.61926,0.02875,0.61021,1.04149,0.000852179,0.000852179,0.000852179
81,825.075,0.03289,0.82508,1.03436,0.79296,0.77655,0.87993,0.59046,0.02892,0.65087,1.05038,0.000813726,0.000813726,0.000813726
82,834.723,0.03211,0.81311,1.03952,0.89573,0.82421,0.93167,0.63463,0.0274,0.59045,1.03641,0.000775272,0.000775272,0.000775272
83,844.961,0.03194,0.85154,1.06262,0.87199,0.88743,0.95736,0.65037,0.02658,0.51508,1.0173,0.000736819,0.000736819,0.000736819
84,855.304,0.03097,0.83827,1.03793,0.89868,0.78908,0.88697,0.60702,0.02687,0.54012,1.03817,0.000698365,0.000698365,0.000698365
85,865.089,0.03121,0.80852,1.0409,0.81063,0.90297,0.92638,0.6312,0.02964,0.58275,1.09935,0.000659912,0.000659912,0.000659912
86,874.755,0.03166,0.86461,1.07049,0.81991,0.84535,0.90661,0.61264,0.02591,0.68734,1.00269,0.000621459,0.000621459,0.000621459
87,884.929,0.0307,0.78253,1.03736,0.94613,0.85438,0.96529,0.68285,0.02454,0.48839,0.98521,0.000583005,0.000583005,0.000583005
88,895.172,0.03189,0.85579,1.05851,0.86561,0.89592,0.93626,0.64237,0.02912,0.55772,1.08247,0.000544552,0.000544552,0.000544552
89,905.043,0.03093,0.7587,1.00212,0.86385,0.90634,0.94691,0.63991,0.02782,0.55143,1.05235,0.000506098,0.000506098,0.000506098
90,915.157,0.03126,0.80941,1.04396,0.8612,0.83008,0.92668,0.61093,0.0267,0.56516,1.02522,0.000467645,0.000467645,0.000467645
91,928.044,0.02966,0.766,1.03347,0.94362,0.85688,0.95262,0.65847,0.02669,0.70369,1.01821,0.000429191,0.000429191,0.000429191
92,938.151,0.03031,0.76399,1.03174,0.93669,0.8856,0.97014,0.66855,0.02647,0.52674,1.0245,0.000390738,0.000390738,0.000390738
93,947.712,0.03,0.81257,1.0506,0.90706,0.92745,0.95213,0.68081,0.0231,0.49342,0.96747,0.000352285,0.000352285,0.000352285
94,957.534,0.03021,0.78803,1.02873,0.87511,0.91769,0.95735,0.6628,0.0264,0.47864,1.03161,0.000313831,0.000313831,0.000313831
95,967.689,0.02897,0.76607,1.04366,0.91053,0.92122,0.97057,0.67827,0.02567,0.52065,1.00817,0.000275378,0.000275378,0.000275378
96,976.832,0.03115,0.8057,1.03973,0.89546,0.94403,0.96226,0.6723,0.02456,0.46684,0.99492,0.000236924,0.000236924,0.000236924
97,986.675,0.02981,0.74421,1.00815,0.94129,0.90554,0.97142,0.69431,0.02427,0.47472,0.99052,0.000198471,0.000198471,0.000198471
98,996.738,0.02946,0.75873,1.02087,0.92446,0.87541,0.96545,0.68957,0.0242,0.46697,0.99643,0.000160017,0.000160017,0.000160017
99,1006.05,0.02792,0.68877,1.00561,0.9217,0.89447,0.96608,0.69173,0.02466,0.46809,1.00787,0.000121564,0.000121564,0.000121564
100,1016.09,0.02866,0.69807,1.00332,0.94198,0.90867,0.97187,0.6912,0.02434,0.46157,1.0003,8.31106e-05,8.31106e-05,8.31106e-05
